group,sector,dep_var,model_type,feature,importance
full,Digital and Technologies,lq_emp,regression,under_75_mortality_rate,0.007617897695440361
full,Digital and Technologies,lq_emp,regression,life_satisfaction,0.0015756275235029365
full,Digital and Technologies,lq_emp,regression,worthwhile,0.007941658012855079
full,Digital and Technologies,lq_emp,regression,happiness,0.003012295800084611
full,Digital and Technologies,lq_emp,regression,anxiety,0.0022737400419895926
full,Digital and Technologies,lq_emp,regression,net_additions,0.0024435744825550007
full,Digital and Technologies,lq_emp,regression,related_variety,0.00892221322447133
full,Digital and Technologies,lq_emp,regression,size_large_share,0.5515682982074855
full,Digital and Technologies,lq_emp,regression,size_micro_share,0.04333612365312104
full,Digital and Technologies,lq_emp,regression,public_transport_to_employer,0.008050824740547087
full,Digital and Technologies,lq_emp,regression,drive_to_employer,0.008730581726025694
full,Digital and Technologies,lq_emp,regression,cycle_to_employer,0.004253946443019089
full,Digital and Technologies,lq_bus,regression,new_enterprises,0.00917302034023616
full,Digital and Technologies,lq_bus,regression,deaths_of_enterprises,0.020399553538490784
full,Digital and Technologies,lq_bus,regression,active_enterprises,0.010024284952359058
full,Digital and Technologies,lq_bus,regression,high_growth_enterprises,0.005304276495724913
full,Digital and Technologies,lq_bus,regression,broadband_availability,0.03501367634141988
full,Digital and Technologies,lq_bus,regression,4g_area_coverage,0.006255135423288964
full,Digital and Technologies,lq_bus,regression,gcse_by_age_19,0.04581660855162227
full,Digital and Technologies,lq_bus,regression,early_years_comms,0.006472648029767212
full,Digital and Technologies,lq_bus,regression,early_years_literacy,0.019544077194816926
full,Digital and Technologies,lq_bus,regression,early_years_maths,0.02396367783899536
full,Digital and Technologies,lq_bus,regression,apprenticeship_starts,0.22404209475704057
full,Digital and Technologies,lq_bus,regression,apprenticeship_achievements,0.1736421740401676
full,Digital and Technologies,lq_bus,regression,level_3+_qualifications,0.14469891417091443
full,Digital and Technologies,lq_bus,regression,fe_and_skills_participation,0.011228727281234996
full,Digital and Technologies,lq_bus,regression,smokers,0.004750937536102065
full,Digital and Technologies,lq_bus,regression,reception_obesity,0.002042617731327193
full,Digital and Technologies,lq_bus,regression,year_6_obesity,0.005010039907220969
full,Digital and Technologies,lq_bus,regression,adult_obesity,0.036731964126540645
full,Digital and Technologies,lq_bus,regression,cancer_diagnosis,0.009327099843784714
full,Digital and Technologies,lq_bus,regression,under_75_mortality_rate,0.004447253799757221
full,Digital and Technologies,lq_bus,regression,life_satisfaction,0.0012572324986575999
full,Digital and Technologies,lq_bus,regression,worthwhile,0.0049694923851110176
full,Digital and Technologies,lq_bus,regression,happiness,0.00165479905771391
full,Digital and Technologies,lq_bus,regression,anxiety,0.0029183252827592967
full,Digital and Technologies,lq_bus,regression,net_additions,0.0008317449094147918
full,Digital and Technologies,lq_bus,regression,related_variety,0.06041180212828743
full,Digital and Technologies,lq_bus,regression,size_large_share,0.08635648016744825
full,Digital and Technologies,lq_bus,regression,size_micro_share,0.023571801939188036
full,Digital and Technologies,lq_bus,regression,public_transport_to_employer,0.004137892122863997
full,Digital and Technologies,lq_bus,regression,drive_to_employer,0.0054381181282110265
full,Digital and Technologies,lq_bus,regression,cycle_to_employer,0.010563529479532563
full,Digital and Technologies,trajectory_employees,regression,new_enterprises,0.01742922862948667
full,Digital and Technologies,trajectory_employees,regression,deaths_of_enterprises,0.024370847791572888
full,Digital and Technologies,trajectory_employees,regression,active_enterprises,0.013890550675053959
full,Digital and Technologies,trajectory_employees,regression,high_growth_enterprises,0.11073646539397393
full,Digital and Technologies,trajectory_employees,regression,broadband_availability,0.023063822031987747
full,Digital and Technologies,trajectory_employees,regression,4g_area_coverage,0.018483246384514453
full,Digital and Technologies,trajectory_employees,regression,gcse_by_age_19,0.009266498398722024
full,Digital and Technologies,trajectory_employees,regression,early_years_comms,0.00869577793258877
full,Digital and Technologies,trajectory_employees,regression,early_years_literacy,0.015180529423735663
full,Digital and Technologies,trajectory_employees,regression,early_years_maths,0.01894947241036531
full,Digital and Technologies,trajectory_employees,regression,apprenticeship_starts,0.010947627803187346
full,Digital and Technologies,trajectory_employees,regression,apprenticeship_achievements,0.004570576569500435
full,Digital and Technologies,trajectory_employees,regression,level_3+_qualifications,0.021125071331116147
full,Digital and Technologies,trajectory_employees,regression,fe_and_skills_participation,0.009785143555658554
full,Digital and Technologies,trajectory_employees,regression,smokers,0.03440710306562309
full,Digital and Technologies,trajectory_employees,regression,reception_obesity,0.014600134715424103
full,Digital and Technologies,trajectory_employees,regression,year_6_obesity,0.02868209208909341
full,Digital and Technologies,trajectory_employees,regression,adult_obesity,0.011528808391867866
full,Digital and Technologies,trajectory_employees,regression,cancer_diagnosis,0.03046369356815685
full,Digital and Technologies,trajectory_employees,regression,under_75_mortality_rate,0.036804628588141805
full,Digital and Technologies,trajectory_employees,regression,life_satisfaction,0.038197760851946067
full,Digital and Technologies,trajectory_employees,regression,worthwhile,0.023094409363924567
full,Digital and Technologies,trajectory_employees,regression,happiness,0.026228599438047583
full,Digital and Technologies,trajectory_employees,regression,anxiety,0.033513063007367255
full,Digital and Technologies,trajectory_employees,regression,net_additions,0.11986611058895785
full,Digital and Technologies,trajectory_employees,regression,related_variety,0.024785866235069526
full,Digital and Technologies,trajectory_employees,regression,size_large_share,0.10478192682727983
full,Digital and Technologies,trajectory_employees,regression,size_micro_share,0.10010464691102786
full,Digital and Technologies,trajectory_employees,regression,public_transport_to_employer,0.020314074387630117
full,Digital and Technologies,trajectory_employees,regression,drive_to_employer,0.02480084869346413
full,Digital and Technologies,trajectory_employees,regression,cycle_to_employer,0.021331374945514344
full,Digital and Technologies,trajectory_businesses,regression,new_enterprises,0.030589128837473382
full,Digital and Technologies,trajectory_businesses,regression,deaths_of_enterprises,0.023256913716151944
full,Digital and Technologies,trajectory_businesses,regression,active_enterprises,0.08751649446182193
full,Digital and Technologies,trajectory_businesses,regression,high_growth_enterprises,0.2530791563618375
full,Digital and Technologies,trajectory_businesses,regression,broadband_availability,0.013387873744182629
full,Digital and Technologies,trajectory_businesses,regression,4g_area_coverage,0.016385251202753845
full,Digital and Technologies,trajectory_businesses,regression,gcse_by_age_19,0.017781405563218753
full,Digital and Technologies,trajectory_businesses,regression,early_years_comms,0.0040390166587686025
full,Digital and Technologies,trajectory_businesses,regression,early_years_literacy,0.006769978577484759
full,Digital and Technologies,trajectory_businesses,regression,early_years_maths,0.005007049165458589
full,Digital and Technologies,trajectory_businesses,regression,apprenticeship_starts,0.010510480087742838
full,Digital and Technologies,trajectory_businesses,regression,apprenticeship_achievements,0.020138167581040974
full,Digital and Technologies,trajectory_businesses,regression,level_3+_qualifications,0.00610514907795687
full,Digital and Technologies,trajectory_businesses,regression,fe_and_skills_participation,0.06641025737571443
full,Digital and Technologies,trajectory_businesses,regression,smokers,0.031018211059437882
full,Digital and Technologies,trajectory_businesses,regression,reception_obesity,0.013784640046498913
full,Digital and Technologies,trajectory_businesses,regression,year_6_obesity,0.013020290221830438
full,Digital and Technologies,trajectory_businesses,regression,adult_obesity,0.026812527167094556
full,Digital and Technologies,trajectory_businesses,regression,cancer_diagnosis,0.007402392198875963
full,Digital and Technologies,trajectory_businesses,regression,under_75_mortality_rate,0.006084363968964594
full,Digital and Technologies,trajectory_businesses,regression,life_satisfaction,0.010385456300053705
full,Digital and Technologies,trajectory_businesses,regression,worthwhile,0.0070529803323844086
full,Digital and Technologies,trajectory_businesses,regression,happiness,0.012356990182807696
full,Digital and Technologies,trajectory_businesses,regression,anxiety,0.015270531803965088
full,Digital and Technologies,trajectory_businesses,regression,net_additions,0.03587979187751125
full,Digital and Technologies,trajectory_businesses,regression,related_variety,0.13579365395176252
full,Digital and Technologies,trajectory_businesses,regression,size_large_share,0.0015948772479565114
full,Digital and Technologies,trajectory_businesses,regression,size_micro_share,0.05857350872444355
full,Digital and Technologies,trajectory_businesses,regression,public_transport_to_employer,0.02029552904758972
full,Digital and Technologies,trajectory_businesses,regression,drive_to_employer,0.01899277295723305
full,Digital and Technologies,trajectory_businesses,regression,cycle_to_employer,0.024705160499983284
full,Digital and Technologies,lq_emp_binary,classification,new_enterprises,0.009383467920696312
full,Digital and Technologies,lq_emp_binary,classification,deaths_of_enterprises,0.012392312304932738
full,Digital and Technologies,lq_emp_binary,classification,active_enterprises,0.013194115964281305
full,Digital and Technologies,lq_emp_binary,classification,high_growth_enterprises,0.04693059431021286
full,Digital and Technologies,lq_emp_binary,classification,broadband_availability,0.032092833316065175
full,Digital and Technologies,lq_emp_binary,classification,4g_area_coverage,0.0037126297325192786
full,Digital and Technologies,lq_emp_binary,classification,gcse_by_age_19,0.07647435518206352
full,Digital and Technologies,lq_emp_binary,classification,early_years_comms,0.015984075880796794
full,Digital and Technologies,lq_emp_binary,classification,early_years_literacy,0.008489293487303843
full,Digital and Technologies,lq_emp_binary,classification,early_years_maths,0.02824159209904022
full,Digital and Technologies,lq_emp_binary,classification,apprenticeship_starts,0.03729240921350078
full,Digital and Technologies,lq_emp_binary,classification,apprenticeship_achievements,0.025381714894650916
full,Digital and Technologies,lq_emp_binary,classification,level_3+_qualifications,0.0653664565370581
full,Digital and Technologies,lq_emp_binary,classification,fe_and_skills_participation,0.06253268887239927
full,Digital and Technologies,lq_emp_binary,classification,smokers,0.00825259382438816
full,Digital and Technologies,lq_emp_binary,classification,reception_obesity,0.023088222740567755
full,Digital and Technologies,lq_emp_binary,classification,year_6_obesity,0.04366866016796808
full,Digital and Technologies,lq_emp_binary,classification,adult_obesity,0.03950250226771879
full,Digital and Technologies,lq_emp_binary,classification,cancer_diagnosis,0.042557554525074495
full,Digital and Technologies,lq_emp_binary,classification,under_75_mortality_rate,0.03809009104951864
full,Digital and Technologies,lq_emp_binary,classification,life_satisfaction,0.009144867330324912
full,Digital and Technologies,lq_emp_binary,classification,worthwhile,0.0062000174548738915
full,Digital and Technologies,lq_emp_binary,classification,happiness,0.004620374821292842
full,Digital and Technologies,lq_emp_binary,classification,anxiety,0.005765133598400986
full,Digital and Technologies,lq_emp_binary,classification,net_additions,0.0068548408657791915
full,Digital and Technologies,lq_emp_binary,classification,related_variety,0.0070112026579873185
full,Digital and Technologies,lq_emp_binary,classification,size_large_share,0.16662068986756665
full,Digital and Technologies,lq_emp_binary,classification,size_micro_share,0.09511301418422943
full,Digital and Technologies,lq_emp_binary,classification,public_transport_to_employer,0.023413617617182903
full,Digital and Technologies,lq_emp_binary,classification,drive_to_employer,0.018474191413829832
full,Digital and Technologies,lq_emp_binary,classification,cycle_to_employer,0.024153885897775243
full,Digital and Technologies,lq_bus_binary,classification,new_enterprises,0.026805738590338184
full,Digital and Technologies,lq_bus_binary,classification,deaths_of_enterprises,0.037126269007694855
full,Digital and Technologies,lq_bus_binary,classification,active_enterprises,0.030115361220583753
full,Digital and Technologies,lq_bus_binary,classification,high_growth_enterprises,0.01799942250892078
full,Digital and Technologies,lq_bus_binary,classification,broadband_availability,0.025961849584373666
full,Digital and Technologies,lq_bus_binary,classification,4g_area_coverage,0.009869288829392864
full,Digital and Technologies,lq_bus_binary,classification,gcse_by_age_19,0.10443744927294041
full,Digital and Technologies,lq_bus_binary,classification,early_years_comms,0.00803206240756467
full,Digital and Technologies,lq_bus_binary,classification,early_years_literacy,0.0410347908649579
full,Digital and Technologies,lq_bus_binary,classification,early_years_maths,0.03907214719170033
full,Digital and Technologies,lq_bus_binary,classification,apprenticeship_starts,0.09747578862739258
full,Digital and Technologies,lq_bus_binary,classification,apprenticeship_achievements,0.09655833853060605
full,Digital and Technologies,lq_bus_binary,classification,level_3+_qualifications,0.08645718879996417
full,Digital and Technologies,lq_bus_binary,classification,fe_and_skills_participation,0.035294474131952955
full,Digital and Technologies,lq_bus_binary,classification,smokers,0.00332268872160377
full,Digital and Technologies,lq_bus_binary,classification,reception_obesity,0.0363104118570553
full,Digital and Technologies,lq_bus_binary,classification,year_6_obesity,0.02128685655288714
full,Digital and Technologies,lq_bus_binary,classification,adult_obesity,0.06986700022589283
full,Digital and Technologies,lq_bus_binary,classification,cancer_diagnosis,0.029738128626691316
full,Digital and Technologies,lq_bus_binary,classification,under_75_mortality_rate,0.01869566321658055
full,Digital and Technologies,lq_bus_binary,classification,life_satisfaction,0.002432016504426874
full,Digital and Technologies,lq_bus_binary,classification,worthwhile,0.0036513179327452338
full,Digital and Technologies,lq_bus_binary,classification,happiness,0.0025176066948061153
full,Digital and Technologies,lq_bus_binary,classification,anxiety,0.004543807742725184
full,Digital and Technologies,lq_bus_binary,classification,net_additions,0.0022045799671761923
full,Digital and Technologies,lq_bus_binary,classification,related_variety,0.02076340595454456
full,Digital and Technologies,lq_bus_binary,classification,size_large_share,0.010977442887566573
full,Digital and Technologies,lq_bus_binary,classification,size_micro_share,0.006061667864463927
full,Digital and Technologies,lq_bus_binary,classification,public_transport_to_employer,0.02386464490957831
full,Digital and Technologies,lq_bus_binary,classification,drive_to_employer,0.02656309990063101
full,Digital and Technologies,lq_bus_binary,classification,cycle_to_employer,0.06095949087224218
full,Digital and Technologies,trajectory_employees_binary,classification,new_enterprises,0.023608167647240497
full,Digital and Technologies,trajectory_employees_binary,classification,deaths_of_enterprises,0.04709620506833598
full,Digital and Technologies,trajectory_employees_binary,classification,active_enterprises,0.03011758376849822
full,Digital and Technologies,trajectory_employees_binary,classification,high_growth_enterprises,0.06432548261953995
full,Digital and Technologies,trajectory_employees_binary,classification,broadband_availability,0.025489973035350593
full,Digital and Technologies,trajectory_employees_binary,classification,4g_area_coverage,0.013323634475025058
full,Digital and Technologies,trajectory_employees_binary,classification,gcse_by_age_19,0.0206803648922505
full,Digital and Technologies,trajectory_employees_binary,classification,early_years_comms,0.025139608256343225
full,Digital and Technologies,trajectory_employees_binary,classification,early_years_literacy,0.017387934608197656
full,Digital and Technologies,trajectory_employees_binary,classification,early_years_maths,0.013553745274420256
full,Digital and Technologies,trajectory_employees_binary,classification,apprenticeship_starts,0.02528355488939262
full,Digital and Technologies,trajectory_employees_binary,classification,apprenticeship_achievements,0.02980870896318323
full,Digital and Technologies,trajectory_employees_binary,classification,level_3+_qualifications,0.014734626533298425
full,Digital and Technologies,trajectory_employees_binary,classification,fe_and_skills_participation,0.026521234296148943
full,Digital and Technologies,trajectory_employees_binary,classification,smokers,0.04600779745041394
full,Digital and Technologies,trajectory_employees_binary,classification,reception_obesity,0.020512997006644672
full,Digital and Technologies,trajectory_employees_binary,classification,year_6_obesity,0.021157457418165004
full,Digital and Technologies,trajectory_employees_binary,classification,adult_obesity,0.026591016151743117
full,Digital and Technologies,trajectory_employees_binary,classification,cancer_diagnosis,0.03031973179027479
full,Digital and Technologies,trajectory_employees_binary,classification,under_75_mortality_rate,0.03345081601957062
full,Digital and Technologies,trajectory_employees_binary,classification,life_satisfaction,0.025177911619888395
full,Digital and Technologies,trajectory_employees_binary,classification,worthwhile,0.017080731649762138
full,Digital and Technologies,trajectory_employees_binary,classification,happiness,0.019067939637014183
full,Digital and Technologies,trajectory_employees_binary,classification,anxiety,0.02718364290537837
full,Digital and Technologies,trajectory_employees_binary,classification,net_additions,0.06958665340223055
full,Digital and Technologies,trajectory_employees_binary,classification,related_variety,0.0287754143467993
full,Digital and Technologies,trajectory_employees_binary,classification,size_large_share,0.07108196086164426
full,Digital and Technologies,trajectory_employees_binary,classification,size_micro_share,0.08391059345824044
full,Digital and Technologies,trajectory_employees_binary,classification,public_transport_to_employer,0.03354369611621613
full,Digital and Technologies,trajectory_employees_binary,classification,drive_to_employer,0.026263201662207414
full,Digital and Technologies,trajectory_employees_binary,classification,cycle_to_employer,0.04321761417658152
full,Digital and Technologies,trajectory_businesses_binary,classification,new_enterprises,0.0445799293367486
full,Digital and Technologies,trajectory_businesses_binary,classification,deaths_of_enterprises,0.03745622579871604
full,Digital and Technologies,trajectory_businesses_binary,classification,active_enterprises,0.021743729820191765
full,Digital and Technologies,trajectory_businesses_binary,classification,high_growth_enterprises,0.030913874073159396
full,Digital and Technologies,trajectory_businesses_binary,classification,broadband_availability,0.024101818637043387
full,Digital and Technologies,trajectory_businesses_binary,classification,4g_area_coverage,0.005555085645600813
full,Digital and Technologies,trajectory_businesses_binary,classification,gcse_by_age_19,0.05589283969567668
full,Digital and Technologies,trajectory_businesses_binary,classification,early_years_comms,0.022106699009989423
full,Digital and Technologies,trajectory_businesses_binary,classification,early_years_literacy,0.016174430339302322
full,Digital and Technologies,trajectory_businesses_binary,classification,early_years_maths,0.018218394218010525
full,Digital and Technologies,trajectory_businesses_binary,classification,apprenticeship_starts,0.025718150237972942
full,Digital and Technologies,trajectory_businesses_binary,classification,apprenticeship_achievements,0.02735293757426999
full,Digital and Technologies,trajectory_businesses_binary,classification,level_3+_qualifications,0.02739707208337327
full,Digital and Technologies,trajectory_businesses_binary,classification,fe_and_skills_participation,0.04509828360456322
full,Digital and Technologies,trajectory_businesses_binary,classification,smokers,0.020497319039860473
full,Digital and Technologies,trajectory_businesses_binary,classification,reception_obesity,0.013089231295730086
full,Digital and Technologies,trajectory_businesses_binary,classification,year_6_obesity,0.030047979515321285
full,Digital and Technologies,trajectory_businesses_binary,classification,adult_obesity,0.023249760135758083
full,Digital and Technologies,trajectory_businesses_binary,classification,cancer_diagnosis,0.025496840957984008
full,Digital and Technologies,trajectory_businesses_binary,classification,under_75_mortality_rate,0.02858759395980827
full,Digital and Technologies,trajectory_businesses_binary,classification,life_satisfaction,0.024819929621349383
full,Digital and Technologies,trajectory_businesses_binary,classification,worthwhile,0.018003043036219163
full,Digital and Technologies,trajectory_businesses_binary,classification,happiness,0.03928256035633329
full,Digital and Technologies,trajectory_businesses_binary,classification,anxiety,0.016994008615775918
full,Digital and Technologies,trajectory_businesses_binary,classification,net_additions,0.07161616064701858
full,Digital and Technologies,trajectory_businesses_binary,classification,related_variety,0.07440262692272198
full,Digital and Technologies,trajectory_businesses_binary,classification,size_large_share,0.004224991954107266
full,Digital and Technologies,trajectory_businesses_binary,classification,size_micro_share,0.0649849672805422
full,Digital and Technologies,trajectory_businesses_binary,classification,public_transport_to_employer,0.04877960235324954
full,Digital and Technologies,trajectory_businesses_binary,classification,drive_to_employer,0.044169098731007314
full,Digital and Technologies,trajectory_businesses_binary,classification,cycle_to_employer,0.04944481550259479
full,Financial Services,lq_emp,regression,new_enterprises,0.0047909421812757985
full,Financial Services,lq_emp,regression,deaths_of_enterprises,0.009774175799200509
full,Financial Services,lq_emp,regression,active_enterprises,0.005509240492494452
full,Financial Services,lq_emp,regression,high_growth_enterprises,0.009509803415419288
full,Financial Services,lq_emp,regression,broadband_availability,0.012720555251747367
full,Financial Services,lq_emp,regression,4g_area_coverage,0.0019411026361377693
full,Financial Services,lq_emp,regression,gcse_by_age_19,0.016691415582026196
full,Financial Services,lq_emp,regression,early_years_comms,0.011162761229523848
full,Financial Services,lq_emp,regression,early_years_literacy,0.003958004338977233
full,Financial Services,lq_emp,regression,early_years_maths,0.010721641080542127
full,Financial Services,lq_emp,regression,apprenticeship_starts,0.002990636561711389
full,Financial Services,lq_emp,regression,apprenticeship_achievements,0.00282584830110239
full,Financial Services,lq_emp,regression,level_3+_qualifications,0.011990610885469193
full,Financial Services,lq_emp,regression,fe_and_skills_participation,0.005905688819392949
full,Financial Services,lq_emp,regression,smokers,0.009023113177574206
full,Financial Services,lq_emp,regression,reception_obesity,0.0022429971693010645
full,Financial Services,lq_emp,regression,year_6_obesity,0.0028599299375578254
full,Financial Services,lq_emp,regression,adult_obesity,0.0018588126846023879
full,Financial Services,lq_emp,regression,cancer_diagnosis,0.005185802694548809
full,Financial Services,lq_emp,regression,under_75_mortality_rate,0.009593447654024517
full,Financial Services,lq_emp,regression,life_satisfaction,0.010945368818420682
full,Financial Services,lq_emp,regression,worthwhile,0.008770187244771134
full,Financial Services,lq_emp,regression,happiness,0.0031201497885196892
full,Financial Services,lq_emp,regression,anxiety,0.009600966640503222
full,Financial Services,lq_emp,regression,net_additions,0.003540324137540041
full,Financial Services,lq_emp,regression,related_variety,0.045507184844143254
full,Financial Services,lq_emp,regression,size_large_share,0.7525876560888026
full,Financial Services,lq_emp,regression,size_micro_share,0.016035315116051954
full,Financial Services,lq_emp,regression,public_transport_to_employer,0.0018081232674856582
full,Financial Services,lq_emp,regression,drive_to_employer,0.0034710632823894668
full,Financial Services,lq_emp,regression,cycle_to_employer,0.00335713087874302
full,Financial Services,lq_bus,regression,new_enterprises,0.013142432623692399
full,Financial Services,lq_bus,regression,deaths_of_enterprises,0.01804007207936922
full,Financial Services,lq_bus,regression,active_enterprises,0.013131855447828963
full,Financial Services,lq_bus,regression,high_growth_enterprises,0.3366236482196493
full,Financial Services,lq_bus,regression,broadband_availability,0.06914924325872522
full,Financial Services,lq_bus,regression,4g_area_coverage,0.0510840498093869
full,Financial Services,lq_bus,regression,gcse_by_age_19,0.016631635797867726
full,Financial Services,lq_bus,regression,early_years_comms,0.044340026120446706
full,Financial Services,lq_bus,regression,early_years_literacy,0.01188085610045285
full,Financial Services,lq_bus,regression,early_years_maths,0.019718911627093653
full,Financial Services,lq_bus,regression,apprenticeship_starts,0.009458210493739624
full,Financial Services,lq_bus,regression,apprenticeship_achievements,0.002020899323518501
full,Financial Services,lq_bus,regression,level_3+_qualifications,0.011482553747788003
full,Financial Services,lq_bus,regression,fe_and_skills_participation,0.0029246699651870223
full,Financial Services,lq_bus,regression,smokers,0.015716495052774407
full,Financial Services,lq_bus,regression,reception_obesity,0.0422491607448034
full,Financial Services,lq_bus,regression,year_6_obesity,0.017914104656815137
full,Financial Services,lq_bus,regression,adult_obesity,0.03066895486985339
full,Financial Services,lq_bus,regression,cancer_diagnosis,0.0019904042648611927
full,Financial Services,lq_bus,regression,under_75_mortality_rate,0.0023398853715876854
full,Financial Services,lq_bus,regression,life_satisfaction,0.0006881587198689712
full,Financial Services,lq_bus,regression,worthwhile,0.003979299035813172
full,Financial Services,lq_bus,regression,happiness,0.004867674716929006
full,Financial Services,lq_bus,regression,anxiety,0.00916397779074532
full,Financial Services,lq_bus,regression,net_additions,0.002145577661511763
full,Financial Services,lq_bus,regression,related_variety,0.1593773139666162
full,Financial Services,lq_bus,regression,size_large_share,0.048136565178371976
full,Financial Services,lq_bus,regression,size_micro_share,0.01056943759555151
full,Financial Services,lq_bus,regression,public_transport_to_employer,0.007481343082591172
full,Financial Services,lq_bus,regression,drive_to_employer,0.004530236676569127
full,Financial Services,lq_bus,regression,cycle_to_employer,0.01855234599999038
full,Financial Services,trajectory_employees,regression,new_enterprises,0.014460936049728082
full,Financial Services,trajectory_employees,regression,deaths_of_enterprises,0.01533022930860118
full,Financial Services,trajectory_employees,regression,active_enterprises,0.01781807175262533
full,Financial Services,trajectory_employees,regression,high_growth_enterprises,0.010053150971501027
full,Financial Services,trajectory_employees,regression,broadband_availability,0.04994227133556926
full,Financial Services,trajectory_employees,regression,4g_area_coverage,0.08896815027167133
full,Financial Services,trajectory_employees,regression,gcse_by_age_19,0.02795331552162828
full,Financial Services,trajectory_employees,regression,early_years_comms,0.022307975873370443
full,Financial Services,trajectory_employees,regression,early_years_literacy,0.018640318193527367
full,Financial Services,trajectory_employees,regression,early_years_maths,0.023477395528448654
full,Financial Services,trajectory_employees,regression,apprenticeship_starts,0.05685102870875105
full,Financial Services,trajectory_employees,regression,apprenticeship_achievements,0.025313019047215966
full,Financial Services,trajectory_employees,regression,level_3+_qualifications,0.029136597351455313
full,Financial Services,trajectory_employees,regression,fe_and_skills_participation,0.016717621418947066
full,Financial Services,trajectory_employees,regression,smokers,0.023482996454718328
full,Financial Services,trajectory_employees,regression,reception_obesity,0.05323393687615107
full,Financial Services,trajectory_employees,regression,year_6_obesity,0.03191664054541641
full,Financial Services,trajectory_employees,regression,adult_obesity,0.041373640948598495
full,Financial Services,trajectory_employees,regression,cancer_diagnosis,0.04029450046892753
full,Financial Services,trajectory_employees,regression,under_75_mortality_rate,0.052466253122271524
full,Financial Services,trajectory_employees,regression,life_satisfaction,0.030114628343304792
full,Financial Services,trajectory_employees,regression,worthwhile,0.018802633254043463
full,Financial Services,trajectory_employees,regression,happiness,0.018778980507093132
full,Financial Services,trajectory_employees,regression,anxiety,0.03676943749994147
full,Financial Services,trajectory_employees,regression,net_additions,0.05419559788681777
full,Financial Services,trajectory_employees,regression,related_variety,0.07508404867524802
full,Financial Services,trajectory_employees,regression,size_large_share,0.0030329551906506684
full,Financial Services,trajectory_employees,regression,size_micro_share,0.03686181293462495
full,Financial Services,trajectory_employees,regression,public_transport_to_employer,0.03119446370357985
full,Financial Services,trajectory_employees,regression,drive_to_employer,0.02490123198697341
full,Financial Services,trajectory_employees,regression,cycle_to_employer,0.010526160268598914
full,Financial Services,trajectory_businesses,regression,new_enterprises,0.019535128439936645
full,Financial Services,trajectory_businesses,regression,deaths_of_enterprises,0.02660557340190131
full,Financial Services,trajectory_businesses,regression,active_enterprises,0.01519721313972346
full,Financial Services,trajectory_businesses,regression,high_growth_enterprises,0.008079640232999567
full,Financial Services,trajectory_businesses,regression,broadband_availability,0.02397165323899262
full,Financial Services,trajectory_businesses,regression,4g_area_coverage,0.11243592331589816
full,Financial Services,trajectory_businesses,regression,gcse_by_age_19,0.05007749087460423
full,Financial Services,trajectory_businesses,regression,early_years_comms,0.012552557478550422
full,Financial Services,trajectory_businesses,regression,early_years_literacy,0.012988845197263857
full,Financial Services,trajectory_businesses,regression,early_years_maths,0.014937371335879728
full,Financial Services,trajectory_businesses,regression,apprenticeship_starts,0.01332706754524001
full,Financial Services,trajectory_businesses,regression,apprenticeship_achievements,0.023279963852545316
full,Financial Services,trajectory_businesses,regression,level_3+_qualifications,0.011991138307604529
full,Financial Services,trajectory_businesses,regression,fe_and_skills_participation,0.024268625594504607
full,Financial Services,trajectory_businesses,regression,smokers,0.019060045124198666
full,Financial Services,trajectory_businesses,regression,reception_obesity,0.032459423414337815
full,Financial Services,trajectory_businesses,regression,year_6_obesity,0.01920862874255266
full,Financial Services,trajectory_businesses,regression,adult_obesity,0.018509897322900305
full,Financial Services,trajectory_businesses,regression,cancer_diagnosis,0.014741868615898135
full,Financial Services,trajectory_businesses,regression,under_75_mortality_rate,0.04179089682140644
full,Financial Services,trajectory_businesses,regression,life_satisfaction,0.0074929724078693855
full,Financial Services,trajectory_businesses,regression,worthwhile,0.01423075420034828
full,Financial Services,trajectory_businesses,regression,happiness,0.008312568577893026
full,Financial Services,trajectory_businesses,regression,anxiety,0.031078686683334827
full,Financial Services,trajectory_businesses,regression,net_additions,0.11830329187120404
full,Financial Services,trajectory_businesses,regression,related_variety,0.18186304203242004
full,Financial Services,trajectory_businesses,regression,size_large_share,0.0
full,Financial Services,trajectory_businesses,regression,size_micro_share,0.08779601343266413
full,Financial Services,trajectory_businesses,regression,public_transport_to_employer,0.01962217384621458
full,Financial Services,trajectory_businesses,regression,drive_to_employer,0.005119061101348242
full,Financial Services,trajectory_businesses,regression,cycle_to_employer,0.011162483849765144
full,Financial Services,lq_emp_binary,classification,new_enterprises,0.048200878463178685
full,Financial Services,lq_emp_binary,classification,deaths_of_enterprises,0.04051374838009027
full,Financial Services,lq_emp_binary,classification,active_enterprises,0.03796044499281847
full,Financial Services,lq_emp_binary,classification,high_growth_enterprises,0.06509658050108719
full,Financial Services,lq_emp_binary,classification,broadband_availability,0.013432422693533622
full,Financial Services,lq_emp_binary,classification,4g_area_coverage,0.00677815751763383
full,Financial Services,lq_emp_binary,classification,gcse_by_age_19,0.013834377187163157
full,Financial Services,lq_emp_binary,classification,early_years_comms,0.019124169239790673
full,Financial Services,lq_emp_binary,classification,early_years_literacy,0.018933681811612736
full,Financial Services,lq_emp_binary,classification,early_years_maths,0.02591365613128072
full,Financial Services,lq_emp_binary,classification,apprenticeship_starts,0.022033324072007955
full,Financial Services,lq_emp_binary,classification,apprenticeship_achievements,0.012988859818063277
