ProviderName,UKPRN,INSTID,CampusName,CampusCountry,CampusPostcode,CampusLatitude,CampusLongitude
"Imperial College of Science, Technology and Medicine",10003270,0132,Wye campus,England,TN25 5AH,51.185533,0.940715
Inchbald School of Design Limited,10003284,0439,Entire HEP,England,SW1W 9BA,51.494119,-0.155082
Inspire Education Group,10005077,1061,Main campus,England,PE1 4DZ,52.586783,-0.230191
Institute of Art - London Limited,10013220,0405,Entire HEP,England,WC1B 3EE,51.518668,-0.13124
Institute of Contemporary Music Performance,10035638,0220,Entire HEP,England,NW6 7XG,51.543792,-0.204155
Institute of Education,10007766,0133,Entire HEP,England,WC1H 0AL,51.522977,-0.127965
International Business College Manchester Ltd,10042679,0341,Entire HEP,England,M1 3UH,,
International College of Musical Theatre,10027603,0450,Main campus,England,E9 5LH,51.543773,-0.025583
INTO University Partnerships Limited,10082728,0423,INTO London,England,E1 7EZ,51.516755,-0.076753
INTO University Partnerships Limited,10082728,0423,Main campus,England,M1 6LT,53.475201,-2.240162
Istituto Marangoni Limited,10009527,0299,Entire HEP,England,E1 6PX,51.518546,-0.072581
Itchen College,10003427,1195,Main campus,England,SO19 7TB,50.908661,-1.357172
Joseph Chamberlain Sixth Form College,10003511,1186,Main campus,England,B12 9FF,52.462221,-1.885885
JSA Education Group Ltd.,10067601,0417,Main Campus,England,W1S 3AS,51.510249,-0.14075
JSA Education Group Ltd.,10067601,0417,Mayfair campus,England,W1S 1JY,51.513718,-0.14449
Kaplan International Colleges U.K. Limited,10082570,0422,Bournemouth University International College,England,BH8 8GN,50.723925,-1.864943
Kaplan International Colleges U.K. Limited,10082570,0422,Kaplan International College London,England,SE1 9DE,51.50626,-0.090481
Kaplan International Colleges U.K. Limited,10082570,0422,Nottingham Trent International College,England,NG1 5LT,52.958227,-1.155955
Kaplan International Colleges U.K. Limited,10082570,0422,University of Brighton International College,England,BN2 4GJ,50.844419,-0.11946
Kaplan International Colleges U.K. Limited,10082570,0422,University of Essex International College,England,CO4 3SQ,51.87681,0.946585
Kaplan International Colleges U.K. Limited,10082570,0422,University of Liverpool International College,England,L7 3FA,53.406937,-2.959951
Kaplan International Colleges U.K. Limited,10082570,0422,University of Nottingham International College,England,NG7 2RU,52.936614,-1.18682
Kaplan International Colleges U.K. Limited,10082570,0422,"University of West England, Bristol's Internationa",England,BS16 1QY,51.501079,-2.547458
Kaplan Open Learning (Essex) Limited,10021682,0300,Entire HEP,England,LS1 5AT,53.796527,-1.544559
Keele University,10007767,0121,Entire HEP,England,ST5 5BG,53.003262,-2.273581
Kendal College,10003558,1100,Main campus,England,LA9 5AY,54.318001,-2.747034
Kensington and Chelsea College,10003564,1145,Main campus,England,SW10 0QS,51.482012,-0.185989
Kensington College of Business,10003566,0237,Main campus,England,W1G 9DJ,51.517372,-0.144222
Kent Institute of Art and Design,10003574,0020,Main campus,England,ME16 8AG,0.49798,51.271232
King Edward VI College Nuneaton,10003624,1131,Main campus,England,CV11 4BE,52.52217,-1.461657
King's College London,10003645,0134,Main campus,England,WC2R 2LS,51.511612,-0.116253
King's College London,10003645,0134,Shrivenham,England,SN6 8LA,51.6051,-1.636715
Kingston Maurward College,10003676,1099,Main campus,England,DT2 8PY,50.71831,-2.404574
Kingston University,10003678,0063,Entire HEP,England,KT1 2EE,51.403273,-0.303163
Kirklees College,10003189,1098,Main campus,England,HD1 3LD,53.641502,-1.786329
KLC School of Design,10008325,0301,Entire HEP,England,SW10 0XF,51.476339,-0.182695
Kogan Academy of Dramatic Arts,10009285,0302,Main campus,England,N19 5SS,51.564153,-0.131338
Lakes College West Cumbria,10003753,1097,Main campus,England,CA14 4JN,54.606042,-3.531755
LAMDA Limited,10003758,0401,Entire HEP,England,W14 9DA,51.490551,-0.21395
Lancaster and Morecambe College,10003768,1086,Main campus,England,LA1 2TY,54.06264,-2.826276
LCCM AU UK Limited,10066551,0356,Main campus,England,RH10 1JA,51.112273,-0.185029
Le Cordon Bleu Limited,10003798,0362,Entire HEP,England,WC1A 2LS,51.518829,-0.123854
Leeds Arts University,10003854,0211,Entire HEP,England,LS2 9AQ,53.808429,-1.551775
Leeds Beckett University,10003861,0064,Entire HEP,England,LS1 3HE,53.80402,-1.548578
Leeds Beckett University,10003861,0064,Harrogate College,England,HG2 8QT,53.977472,-1.521854
Leeds City College,10024962,1096,Main campus,England,LS3 1AA,53.800447,-1.559012
Leeds College of Building,10003855,1095,Main campus,England,LS2 7QT,53.802946,-1.535223
Leeds College of Music,10003856,0207,Entire institution,England,LS2 7PD,53.79823,-1.531252
Leeds Conservatoire,10034449,0351,Entire HEP,England,LS2 7PD,53.79823,-1.531252
Leeds Trinity University,10003863,0040,Entire HEP,England,LS18 5HD,53.84878,-1.64735
Leicester College,10003867,1094,Main campus,England,LE2 7LW,52.622482,-1.133165
LIBF Limited,10089591,0452,Main campus,England,LS1 5AB,53.797194,-1.54687
Lincoln College,10003928,1092,Main campus,England,LN2 5HQ,53.231358,-0.532657
Liverpool Hope University,10003956,0023,Entire HEP,England,L16 9JD,53.391527,-2.891907
Liverpool Hope University,10003956,0023,Everton,England,L3 8QB,53.413428,-2.9689
Liverpool John Moores University,10003957,0065,Entire HEP,England,L3 5AH,53.406561,-2.975332
Liverpool School of Tropical Medicine,10003958,0228,DRC,Congo (Democratic Republic) [Congo (The Democratic Republic of the)],,53.408563,-2.969135
Liverpool School of Tropical Medicine,10003958,0228,LSTM Kenya,Kenya,,53.408563,-2.969135
Liverpool School of Tropical Medicine,10003958,0228,LSTM Malawi,Malawi,,53.408563,-2.969135
Liverpool School of Tropical Medicine,10003958,0228,LSTM MLW Lilongwe,Malawi,,53.408563,-2.969135
Liverpool School of Tropical Medicine,10003958,0228,LSTM Nigeria,Nigeria,,53.408563,-2.969135
Liverpool School of Tropical Medicine,10003958,0228,LSTM Sierra Leone,Sierra Leone,,53.408563,-2.969135
Liverpool School of Tropical Medicine,10003958,0228,Main campus,England,L3 5QA,53.408563,-2.969135
Liverpool School of Tropical Medicine,10003958,0228,Uganda,Uganda,,53.408563,-2.969135
London Bridge Business Academy,10013109,0282,Entire HEP,England,EC1M 3JB,51.520419,-0.106307
London Business School,10007769,0135,Dubai campus,United Arab Emirates,,51.526581,-0.161378
London Business School,10007769,0135,Main campus,England,NW1 4SA,51.526581,-0.161378
London Centre of Contemporary Music,10004006,0277,Main campus,England,SE1 1TD,51.504046,-0.09436
London Churchill College Ltd,10030391,0250,Barclay hall,England,E7 8JQ,51.542945,0.032242
London Churchill College Ltd,10030391,0250,Main campus,England,E7 8JQ,51.542945,0.032242
London College of Business Sciences,10041974,0338,Main campus,England,E16 1AH,51.505982,0.015769
London College of Business Studies,10019368,0255,Main campus,England,IG1 4TG,51.564185,0.066259
London College of Creative Media Limited,10057951,0340,Main campus,England,SE1 1TD,51.504046,-0.09436
London College of International Business Studies Ltd,10004023,0355,Main campus,England,SE16 2XU,51.49677,-0.051054
London Film School Limited,10004036,0304,Entire HEP,England,WC2H 9UB,51.513549,-0.125454
London Metropolitan University,10004048,0202,Entire HEP,England,N7 8DB,51.551471,-0.110381
London Metropolitan University,10004048,0202,London City campus,England,EC3N 2EY,51.51307,-0.076444
London Metropolitan University,10004048,0202,London North campus,England,N7 8DB,51.551471,-0.110381
London School of Academics Ltd,10032594,0276,Entire HEP,England,RM13 8EU,51.517691,0.171971
London School of Business and Finance (UK) Limited,10004060,0279,Main campus,England,EC1N 2LL,51.517955,-0.11086
London School of Commerce & IT Limited,10023434,0328,Entire HEP,England,E1 1EJ,51.516058,-0.065569
London School of Commerce & IT Limited,10023434,0328,London School of Commerce & IT Limited,England,E1 1EJ,51.516058,-0.065569
London School of Economics and Political Science,10004063,0137,Entire HEP,England,WC2A 2AE,51.514114,-0.116971
London School of Hygiene and Tropical Medicine,10007771,0138,Gambia,"Gambia, The",,51.520925,-0.130687
London School of Hygiene and Tropical Medicine,10007771,0138,Main campus,England,WC1E 7HT,51.520925,-0.130687
London School of Hygiene and Tropical Medicine,10007771,0138,Uganda,Uganda,,51.520925,-0.130687
London School of Management Education,10022285,0256,Entire HEP,England,IG2 6EY,51.574883,0.066035
London School of Science and Technology Limited,10008362,0227,Main campus,England,HA0 1EH,51.539828,-0.301673
London School of Theology,10004075,0257,Entire HEP,England,HA6 2UW,51.612946,-0.43175
London South Bank University,10004078,0076,Entire HEP,England,SE1 0AA,51.498708,-0.101772
London Studio Centre,10004079,0274,Entire HEP,England,N12 0GA,51.612964,-0.176294
Loughborough College,10004112,1091,Main campus,England,LE11 3BT,52.767512,-1.220321
Loughborough University,10004113,0152,London Campus,England,E15 2GZ,51.548246,-0.024755
Loughborough University,10004113,0152,Main campus,England,LE11 3TU,52.764828,-1.22952
Loughborough University,10004113,0152,Singapore campus,Singapore,,52.764828,-1.22952
LTE Group,10023139,1090,Main campus,England,M11 2WH,53.471845,-2.187628
Luther King House Educational Trust,10009612,0306,Entire HEP,England,M14 5JP,53.449904,-2.219182
Macclesfield College,10004144,1089,Main campus,England,SK11 8LF,53.251493,-2.138236
Matrix College of Counselling and Psychotherapy Ltd,10023453,0320,Entire HEP,England,NR18 0GU,52.570444,1.110958
Medway School of Pharmacy,99999997,7004,Main campus,England,ME4 4TB ,51.397233,0.539388
Met Film School Limited,10045476,0272,Berlin,Germany,,51.50881,-0.307005
Met Film School Limited,10045476,0272,Main campus,England,W5 5EP,51.50881,-0.307005
Middlesbrough College,10004344,1185,Main campus,England,TS2 1AD,54.579944,-1.226811
Middlesex University,10004351,0067,Dubai,United Arab Emirates,,51.589833,-0.228945
Middlesex University,10004351,0067,Main campus,England,NW4 4BT,51.589833,-0.228945
Middlesex University,10004351,0067,Malta,Malta,,51.589833,-0.228945
Middlesex University,10004351,0067,Mauritius,Mauritius,,51.589833,-0.228945
Mid-Kent College,10004340,1087,Main campus,England,ME7 1FN,51.393598,0.541529
Millennium Performing Arts Ltd,10004365,0339,Main campus,England,SE18 6HU,51.490547,0.066039
Milton Keynes College,10004375,1088,Main campus,England,MK6 5LP,52.027987,-0.752148
Missio Dei,10020416,0225,Entire HEP,England,M3 7BE,53.484297,-2.253974
MLA College,10049370,0440,MLA College Ltd,England,PL1 2AX,50.368792,-4.139102
Mont Rose College of Management and Sciences,10023777,0246,Entire HEP,England,IG2 6NQ,51.576272,0.064279
Moorlands College,10023454,0221,Main campus,England,BH23 7AT,50.770543,-1.777002
Moorlands College,10023454,0221,Midlands,England,B29 6QX,52.43599,-1.948591
Moorlands College,10023454,0221,Midlands,England,B61 0RA,52.394642,-2.048252
Moorlands College,10023454,0221,Northern Ireland,Northern Ireland,BT12 7DY,54.597514,-5.974878
Moorlands College,10023454,0221,South West,England,EX35 6JJ,51.227829,-3.866307
Moorlands College,10023454,0221,South West,England,TQ1 4SF,50.501507,-3.525357
Morley College Limited,10004432,1189,Main campus,England,SE1 7HT,51.497878,-0.109976
Moulton College,10004442,1085,Main campus,England,NN3 7RR,52.289955,-0.857756
Mountview Academy of Theatre Arts,10004450,0239,Entire HEP,England,SE15 5JT,51.475175,-0.069312
Multiverse,10055902,0447,Main campus,England,W1U 6RL,-0.103408,51.501306
Myerscough College,10004478,1084,Main campus,England,PR3 0RY,53.853081,-2.763081
National Centre for Circus Arts,10001444,0445,Main campus,England,N1 6HD,51.527295,-0.082419
Navitas UK Holdings Limited,10053304,0413,BCUIC,England,B5 5JU,52.481921,-1.888824
Navitas UK Holdings Limited,10053304,0413,CRIC,England,CM1 1SQ,51.741381,0.474495
Navitas UK Holdings Limited,10053304,0413,HIC,England,AL10 9AB,51.752882,-0.242179
Navitas UK Holdings Limited,10053304,0413,ICP,England,PO1 2PR,50.795721,-1.095364
Navitas UK Holdings Limited,10053304,0413,ICRGU,Scotland,AB10 7QE,57.118925,-2.13878
Navitas UK Holdings Limited,10053304,0413,LGSC,England,LE1 1SW,52.632453,-1.125861
Navitas UK Holdings Limited,10053304,0413,Main campus,England,UB8 3PH,51.532838,-0.472856
Navitas UK Holdings Limited,10053304,0413,TCSU,Wales,SA1 8EN,51.6188,-3.879405
Navitas UK Holdings Limited,10053304,0413,UNIC,England,NN2 6JD,52.252077,-0.890693
Navitas UK Holdings Limited,10053304,0413,UPIC,England,PL4 6DX,50.376003,-4.141199
Nazarene Theological College,10004538,0240,Entire HEP,England,M20 2GU,53.416415,-2.239922
NCG,10004599,1078,Main campus,England,NE4 7SA,54.966418,-1.627186
Nelson and Colne College,10004552,1083,Main campus,England,BB9 7YT,53.84442,-2.221148
Nelson College London Ltd,10030129,0260,Gants Hill Campus,England,IG2 6NQ,51.576272,0.064279
Nelson College London Ltd,10030129,0260,Main campus,England,IG1 1BA,51.557886,0.07167
New City College,10006963,1081,Main campus,England,E14 0AF,51.508545,-0.016975
New College Durham,10004576,1082,Main campus,England,DH1 5ES,54.795913,-1.594398
New College of the Humanities,10048199,0330,Entire HEP,England,E1W 1LP,51.506075,-0.070543
New College Pontefract,10004578,1070,Main campus,England,WF8 4QR,53.694241,-1.324789
New College Stamford,10006303,1037,Main campus,England,PE9 1XA,52.658967,-0.471523
New College Swindon,10004579,1069,Main campus,England,SN3 1AH,51.557469,-1.758301
New Model Institute for Technology and Engineering (NMITE),10067406,0421,,England,HR4 9HS,52.059531,-2.716004
New Model Institute for Technology and Engineering (NMITE),10067406,0421,Entire HEP,England,HR4 9HS,52.059565,-2.716296
Newbold College,10023456,0361,Entire HEP,England,RG42 4AN,51.424788,-0.785862
Newbury College,10004596,1079,Main campus,England,RG14 7TD,51.382452,-1.322942
Newcastle and Stafford Colleges Group,10004603,1038,Main campus,England,ST5 2GB,53.015303,-2.237988
Newcastle University,10007799,0154,Main campus,England,NE1 7RU,54.98032,-1.615713
Newcastle University,10007799,0154,Newcastle University London,England,E1 7EZ,51.516755,-0.076753
Newcastle University,10007799,0154,Newcastle University Medicine Malaysia (NUMED),Malaysia,,54.98032,-1.615713
Newham College of Further Education,10004607,1077,Main campus,England,E6 6ER,51.531751,0.054842
Newman University,10007832,0028,Entire HEP,England,B32 3NT,52.434122,-1.995028
Norland College,10008397,0247,Main campus,England,BA2 3LB,51.376612,-2.374063
Norland College,10008397,0247,Second Campus YP,England,BA1 6AE,51.39157,-2.352224
North East Surrey College of Technology (NESCOT),10004686,1080,Main campus,England,KT17 3DS,51.342566,-0.244678
North Hertfordshire College,10004690,1076,Main campus,England,SG1 1LA,51.896806,-0.199659
North Kent College,10004721,1075,Main campus,England,DA1 2JT,51.431954,0.204027
North Shropshire College,10007299,1191,Main campus,England,SY11 4QB,52.853995,-3.038071
North Warwickshire and South Leicestershire College,10004718,1018,Main campus,England,CV11 6BH,52.530296,-1.449838
North West Regional College,10020634,0349,Main campus,Northern Ireland,BT48 7AL,55.002893,-7.324363
Northampton College,10007011,1074,Main campus,England,NN3 3RF,52.263024,-0.849348
Northern College of Acupuncture,10004740,0261,Entire HEP,England,YO1 6LJ,53.957108,-1.088156
Northern Regional College,10020372,0346,Main campus,Northern Ireland,BT43 7DF,54.868177,-6.267912
Northern School of Contemporary Dance,10008816,0191,Main campus,England,LS7 4BH,-1.533471,53.813069
Northumberland College,10004760,1024,Main campus,England,NE63 9RG,55.173252,-1.557403
Norwich University of the Arts,10004775,0190,Entire HEP,England,NR2 4SN,52.630494,1.297272
Nottingham College,10004577,1071,Main campus,England,NG7 2RU,52.936614,-1.18682
Nova College of Accounting and Business Ltd,10023130,0319,Main campus,England,HA0 1EH,51.539828,-0.301673
Oak Hill College,10010227,0313,Entire HEP,England,N14 4PS,51.64054,-0.14641
Oaklands College,10004835,1068,Main campus,England,AL4 0JA,51.755525,-0.288188
Open College of the Arts,10004879,0307,Main campus,England,S75 1JN,53.567767,-1.505446
Oxford Brookes University,10004930,0072,Main campus,England,OX3 0BP,51.75438,-1.2232
Oxford Brookes University,10004930,0072,Swindon Campus,England,SN5 7XQ,51.560588,-1.817428
Oxford Business College,10020439,0308,Main campus,England,OX1 2BQ,51.753319,-1.26288
Paris Dauphine International,10066143,0441,Entire HEP,England,N1 9HF,51.532182,-0.108166
Pearson College,10042570,0262,Entire HEP,England,WC1V 7BH,51.516764,-0.122973
Peking University HSBC Business School UK Campus,10083464,0449,Main campus,England,OX1 5HR,51.715267,-1.291395
Peter Symonds College,10005072,1065,Main campus,England,SO22 6RX,51.070701,-1.321775
Petroc,10004676,1060,Main campus,England,EX31 2BQ,51.072452,-4.069473
Plumpton College,10005124,1064,Main campus,England,BN7 3AE,50.904998,-0.069286
Point Blank Music School,10019178,0309,Entire HEP,England,N1 5DL,51.535935,-0.085055
Preston College,10005200,1062,Main campus,England,PR2 8UR,53.783867,-2.700493
Prospects College of Advanced Technology,10046354,1193,Main campus,England,SS14 3AY,51.581497,0.449399
"Queen Margaret University, Edinburgh",10005337,0100,Craighall,Scotland,EH21 6UU,55.931281,-3.073057
"Queen Margaret University, Edinburgh",10005337,0100,Entire HEP,Scotland,EH21 6UU,55.931281,-3.073057
"Queen Margaret University, Edinburgh",10005337,0100,Gateway,Scotland,EH7 4AH,55.959798,-3.18232
"Queen Margaret University, Edinburgh",10005337,0100,Halmyre Street,Scotland,EH6 6QD,55.976175,-3.16766
"Queen Margaret University, Edinburgh",10005337,0100,Leith,Scotland,EH6 8HF,55.969429,-3.167376
Queen Mary University of London,10007775,0139,Charterhouse Square,England,EC1M 6BQ,51.521313,-0.098872
Queen Mary University of London,10007775,0139,Lincolns Inn Fields,England,WC2A 3JB,51.516663,-0.118898
Queen Mary University of London,10007775,0139,Main campus,England,E1 4NS,51.524636,-0.04071
Queen Mary University of London,10007775,0139,West Smithfield,England,EC1A 7BE,51.51775,-0.100404
Queen Mary University of London,10007775,0139,Whitechapel,England,E1 2AD,51.517774,-0.060694
Queen's University Belfast,10005343,0184,China Queen's College,China,,54.584772,-5.934438
Queen's University Belfast,10005343,0184,Main campus,Northern Ireland,BT7 1NN,54.584772,-5.934438
Raindance Educational Services Limited,10062833,0429,Entire HEP,England,WC2N 5PE,51.507631,-0.125395
Rambert School,10005378,0443,Main campus,England,TW1 1QN,51.461274,-0.321879
Ravensbourne University London,10005389,0030,Entire HEP,England,SE10 0EW,51.501677,0.005678
Ravensbourne University London,10005389,0030,Institute for Creativity and Technology,England,SE10 0SQ,51.501677,0.005678
Reaseheath College,10005404,1059,Main campus,England,CW5 6DF,53.083688,-2.526845
Redcliffe College,10005415,0223,Entire HEP,England,GL1 2LX,51.86746,-2.248446
Regent College London,10008455,0278,HARROW CAMPUS,England,HA2 7HG,51.576897,-0.369679
Regent College London,10008455,0278,KINGSBURY CAMPUS,England,NW9 9NG,51.58551,-0.273396
Regent College London,10008455,0278,Main campus,England,W1W 5BD,51.521821,-0.142369
Regent College London,10008455,0278,Regent House Campus,England,WC1R 4BH,51.519955,-0.11673
Regent College London,10008455,0278,SOUTHALL CAMPUS,England,UB1 3HF,51.51099,-0.372617
Regent College London,10008455,0278,WEMBLEY CAMPUS,England,HA9 7EX,51.551922,-0.294665
Regents Theological College,10008457,0264,Entire HEP,England,,,
Regents Theological College,10021100,0327,Entire HEP,England,WR14 4AY,52.117084,-2.346061
Regent's University London,10003331,0216,Entire HEP,England,NW1 4NS,51.525745,-0.15566
Regent's University London Limited,10086591,0425,Entire HEP,England,NW1 4NS,51.525745,-0.15566
Results Consortium Limited,10023871,0416,Main campus,England,RM10 7FN,51.545907,0.165728
Results Consortium Limited,10023871,0416,Northampton,England,NN1 2BN,52.238692,-0.889973
Richard Huish College,10005465,1057,Main campus,England,TA1 3DZ,51.007985,-3.092401
Richmond and Hillcroft Adult and Community College,10003088,1106,Main campus,England,TW9 2RE,51.464375,-0.303021
Richmond upon Thames College,10005469,1058,Main campus,England,TW2 7SJ,51.451431,-0.342367
"Richmond, The American International University in London",10005470,0219,Kensington,England,W8 5ED,51.502066,-0.189515
"Richmond, The American International University in London",10005470,0219,Leeds,England,LS6 3QB,53.82468,-1.587074
"Richmond, The American International University in London",10005470,0219,Main campus,England,TW10 6JP,51.452213,-0.296512
Riverside College Halton,10002863,1056,Main campus,England,WA8 7QQ,53.363962,-2.734745
RNN Group,10005534,1055,Main campus,England,S65 1EG,53.431593,-1.353222
Robert Gordon University,10005500,0104,City Centre campus - Schoolhill,Scotland,AB10 1FR,57.148372,-2.10116
Robert Gordon University,10005500,0104,Entire HEP,Scotland,AB10 7QB,57.118346,-2.145044
Robert Gordon University,10005500,0104,Garthdee campus,Scotland,AB10 7QB,57.118346,-2.145044
Roehampton University,10007776,0031,Birmingham QA,England,B5 4UA,52.476224,-1.898516
Roehampton University,10007776,0031,Croydon,England,CR9 1DX,51.373414,-0.095181
Roehampton University,10007776,0031,IRIE,England,SE14 6LU,51.478106,-0.036775
Roehampton University,10007776,0031,Main campus,England,SW15 5PU,51.456694,-0.24311
Roehampton University,10007776,0031,Manchester QA,England,M1 6FQ,53.475586,-2.241402
Roehampton University,10007776,0031,Rosebery Ave London QA,England,EC1R 5HP,51.524115,-0.110893
Rose Bruford College of Theatre and Performance,10005523,0032,London ALRA,England,SW18 3SX,51.4533,-0.174557
Rose Bruford College of Theatre and Performance,10005523,0032,Main campus,England,DA15 9DF,51.439376,0.107096
Rose Bruford College of Theatre and Performance,10005523,0032,Notting Hill Academy of Music,England,W11 3JQ,51.509176,-0.194536
Rose Bruford College of Theatre and Performance,10005523,0032,Wigan ALRA,England,WN3 4EF,53.541119,-2.637748
Royal Academy of Dance,10005544,0263,Entire HEP,England,SW11 3JZ,51.466481,-0.17955
Royal Academy of Dramatic Art,10009292,0402,Entire HEP,England,WC1E 6ED,51.521704,-0.131577
Royal Academy of Music,10007835,0033,Entire HEP,England,NW1 5HT,51.523497,-0.1517
Royal Agricultural University,10005545,0195,Entire HEP,England,GL7 6JS,51.709508,-1.994916
Royal College of Art,10007777,0003,Battersea,England,SW11 4AN,51.479629,-0.169863
Royal College of Art,10007777,0003,Main campus,England,SW7 2EU,51.501354,-0.178473
Royal College of Art,10007777,0003,White City,England,W12 7FN,51.513166,-0.228593
Royal College of Music,10007778,0034,Entire HEP,England,SW7 2BS,51.499279,-0.176913
Royal Conservatoire of Scotland,10005561,0101,Entire HEP,Scotland,G2 3DB,55.865813,-4.257595
Royal Holloway and Bedford New College,10005553,0141,Bedford Square,England,WC1B 3RF,51.51989,-0.129475
Royal Holloway and Bedford New College,10005553,0141,Main campus,England,TW20 0EX,51.424814,-0.566745
Royal Northern College of Music,10007837,0035,Entire HEP,England,M13 9RD,53.468557,-2.236963
Royal School of Needlework (The),10020436,0404,Entire HEP,England,KT8 9AU,51.403813,-0.33767
Royal Welsh College of Music and Drama,10007838,0182,Entire institution,Wales,CF10 3ER,51.485644,-3.183856
Runshaw College,10005575,1054,Main campus,England,PR25 3DQ,53.680997,-2.689595
Ruskin College,10005583,1053,Main campus,England,OX3 9BZ,51.766077,-1.214914
S P Jain London School of Management Limited,10088214,0448,Main campus,England,WC2B 5AH,51.515942,-0.120892
SAE Education Limited,10007839,0265,GLASGOW,Scotland,G41 1EJ,55.851552,-4.282013
SAE Education Limited,10007839,0265,LIVERPOOL,England,L3 6AL,53.41025,-2.990264
SAE Education Limited,10007839,0265,Main campus,England,E8 4DD,51.537074,-0.077064
SAE Education Limited,10007839,0265,OXFORD,England,OX4 4FY,51.717148,-1.224606
Salford City College,10005032,1052,Main campus,England,M50 3SR,53.468842,-2.283558
Sandwell College,10005669,1051,Main campus,England,B70 6AW,52.515086,-1.992087
Selby College,10005741,1047,Main campus,England,YO8 8AT,53.775065,-1.051545
Sheffield Hallam University,10005790,0075,Entire HEP,England,S1 1WB,53.379194,-1.465255
Shrewsbury Colleges Group,10005822,1042,Main campus,England,SY2 6PR,52.697225,-2.721409
Slough Borough Council,10005916,0266,Main campus,England,SL2 5AY,51.518757,-0.589032
SOAS University of London,10007780,0146,Entire HEP,England,WC1H 0XG,51.52235,-0.129259
Solent University,10006022,0037,Main campus,England,SO14 0YN,50.90759,-1.401021
Solent University,10006022,0037,Warsash Maritime Academy,England,SO31 9ZL,50.845194,-1.30282
Solihull College and University Centre,10005946,1041,Main campus,England,B91 1SB,52.409568,-1.792148
South & City College Birmingham,10005967,1050,Main campus,England,B5 5SU,52.475457,-1.885753
South Devon College,10005977,1049,Main campus,England,TQ4 7EJ,50.414646,-3.587847
South Eastern Regional College,10020699,0348,Main campus,Northern Ireland,BT27 4SU,54.512585,-6.040698
South Essex College of Further and Higher Education,10005981,1046,Main campus,England,SS1 1ND,51.537958,0.71191
South Gloucestershire and Stroud College,10036143,1045,Main campus,England,GL5 4AH,51.74908,-2.228689
South Thames Colleges Group,10003674,1035,Main campus,England,KT1 2AQ,51.406938,-0.305378
South West College,10020685,0350,Main campus,Northern Ireland,BT71 6BQ,54.508561,-6.763163
Southampton City College,10006020,1044,Main campus,England,SO14 1AR,50.903441,-1.39513
Southern Regional College,10020633,0347,Main campus,Northern Ireland,BT32 4AY,54.350092,-6.262465
Southport College,10006038,1039,Main campus,England,PR9 8QN,53.667467,-2.955467
Sparsholt College,10006050,1040,Main campus,England,SO21 2NF,51.08468,-1.394883
Spurgeon's College,10006093,0310,Entire HEP,England,SE25 6DJ,51.406433,-0.086228
SRUC,10005700,0175,Aberdeen,Scotland,AB21 9TR,57.188564,-2.210537
SRUC,10005700,0175,Auchincruive,Scotland,KA6 5HW,55.479684,-4.566706
SRUC,10005700,0175,Barony,Scotland,DG1 3NE,55.16751,-3.530496
SRUC,10005700,0175,Bush and Edinburgh Farms,Scotland,EH26 0PE,55.864496,-3.213473
SRUC,10005700,0175,China,China,,55.921623,-3.176228
SRUC,10005700,0175,Crichton Royal Farm,Scotland,DG1 4ZZ,55.049454,-3.593311
SRUC,10005700,0175,Edinburgh,Scotland,EH9 3JG,55.921623,-3.176228
SRUC,10005700,0175,Elmwood,Scotland,KY15 4JB,56.319294,-3.031792
SRUC,10005700,0175,Glasgow Queenspark,Scotland,G42 8QR,55.833627,-4.269399
SRUC,10005700,0175,Kirkton and Auchtertyre,Scotland,FK20 8RU,56.410215,-4.655473
SRUC,10005700,0175,Oatridge,Scotland,EH52 6NH,55.946462,-3.516069
SRUC,10005700,0175,RIB Easter Bush,Scotland,EH25 9RE,55.867927,-3.19565
SRUC,10005700,0175,Riverside Campus,Scotland,KA8 0SX,55.458036,-4.615296
"St George's, University of London",10007782,0145,Entire HEP,England,SW17 0RE,51.427798,-0.175228
St Helens College,10006174,1034,Main campus,England,WA10 1PP,53.452648,-2.74147
St Mary's College,10006226,1033,Main campus,England,BB1 8DX,53.760106,-2.486935
St Mary's University College,10008026,0194,Entire HEP,Northern Ireland,BT12 6FE,54.593162,-5.961323
"St Mary's University, Twickenham",10007843,0039,Entire HEP,England,TW1 4SX,51.436152,-0.335907
St Mellitus College,10030776,0258,Chelmsford,England,CM1 1TY,51.735578,0.473787
St Mellitus College,10030776,0258,East Midlands (Leicester),England,LE1 5PZ,52.634421,-1.138019
St Mellitus College,10030776,0258,LIverpool,England,L1 7AZ,53.397447,-2.973214
St Mellitus College,10030776,0258,Main campus,England,SW5 0LX,51.493625,-0.188044
St Mellitus College,10030776,0258,Nottingham,England,NG1 3HX,52.964264,-1.151924
St Mellitus College,10030776,0258,Plymouth,England,PL4 8HF,50.377815,-4.135346
St Nicholas Montessori Training Limited,10045289,0311,Entire HEP,England,WC1A 2RP,51.534439,-0.181478
St Padarn's Institute,10090767,1197,Main campus,Wales,CF10 5BT,,
St Patrick's International College,10006243,0283,Main campus,England,E15 2JB,51.537851,-0.003141
Staffordshire University,10006299,0077,Lichfield,England,WS13 6QG,52.679684,-1.829977
Staffordshire University,10006299,0077,Main campus,England,ST4 2DF,53.009074,-2.175522
Staffordshire University,10006299,0077,Shrewsbury Centre of Excellence,England,SY3 8XQ,52.709274,-2.793689
