YEAR,GEOGRAPHY_CODE,GEOGRAPHY_NAME,IS8_SECTOR,OBS_Value_Business,OBS_Value_Employment,growth_firms,growth_emp
2022,E02001127,Oldham 030,Life Sciences,0.0,0.0,0.0,0.0
2023,E02001127,Oldham 030,Life Sciences,0.0,0.0,0.0,0.0
2024,E02001127,Oldham 030,Life Sciences,0.0,0.0,0.0,0.0
2016,E02001127,Oldham 030,Professional and Business Services,20.0,30.0,,
2017,E02001127,Oldham 030,Professional and Business Services,15.0,75.0,-0.2719338,0.89674616
2018,E02001127,Oldham 030,Professional and Business Services,20.0,60.0,0.2719338,-0.2198596
2019,E02001127,Oldham 030,Professional and Business Services,20.0,65.0,0.0,0.07878113
2020,E02001127,Oldham 030,Professional and Business Services,20.0,45.0,0.0,-0.3610134
2021,E02001127,Oldham 030,Professional and Business Services,20.0,160.0,0.0,1.2527628
2022,E02001127,Oldham 030,Professional and Business Services,25.0,50.0,0.21357393,-1.1495786
2023,E02001127,Oldham 030,Professional and Business Services,25.0,40.0,0.0,-0.21825361
2024,E02001127,Oldham 030,Professional and Business Services,20.0,30.0,-0.21357393,-0.27958488
2016,E02001128,Oldham 031,Advanced manufacturing,0.0,60.0,,
2017,E02001128,Oldham 031,Advanced manufacturing,0.0,40.0,0.0,-0.39730167
2018,E02001128,Oldham 031,Advanced manufacturing,0.0,0.0,0.0,-3.713572
2019,E02001128,Oldham 031,Advanced manufacturing,0.0,0.0,0.0,0.0
2020,E02001128,Oldham 031,Advanced manufacturing,0.0,0.0,0.0,0.0
2021,E02001128,Oldham 031,Advanced manufacturing,0.0,0.0,0.0,0.0
2022,E02001128,Oldham 031,Advanced manufacturing,0.0,0.0,0.0,0.0
2023,E02001128,Oldham 031,Advanced manufacturing,0.0,0.0,0.0,0.0
2024,E02001128,Oldham 031,Advanced manufacturing,0.0,0.0,0.0,0.0
2016,E02001128,Oldham 031,Creative Industries,15.0,85.0,,
2017,E02001128,Oldham 031,Creative Industries,20.0,75.0,0.2719338,-0.123613834
2018,E02001128,Oldham 031,Creative Industries,15.0,125.0,-0.2719338,0.5055485
2019,E02001128,Oldham 031,Creative Industries,15.0,160.0,0.0,0.24512243
2020,E02001128,Oldham 031,Creative Industries,15.0,80.0,0.0,-0.686955
2021,E02001128,Oldham 031,Creative Industries,20.0,100.0,0.2719338,0.22067118
2022,E02001128,Oldham 031,Creative Industries,10.0,100.0,-0.6466272,0.0
2023,E02001128,Oldham 031,Creative Industries,15.0,90.0,0.3746934,-0.10426092
2024,E02001128,Oldham 031,Creative Industries,10.0,125.0,-0.3746934,0.3254223
2016,E02001128,Oldham 031,Defence sector,0.0,0.0,,
2017,E02001128,Oldham 031,Defence sector,0.0,0.0,0.0,0.0
2018,E02001128,Oldham 031,Defence sector,0.0,0.0,0.0,0.0
2019,E02001128,Oldham 031,Defence sector,0.0,0.0,0.0,0.0
2020,E02001128,Oldham 031,Defence sector,0.0,0.0,0.0,0.0
2021,E02001128,Oldham 031,Defence sector,0.0,0.0,0.0,0.0
2022,E02001128,Oldham 031,Defence sector,0.0,0.0,0.0,0.0
2023,E02001128,Oldham 031,Defence sector,0.0,0.0,0.0,0.0
2024,E02001128,Oldham 031,Defence sector,0.0,0.0,0.0,0.0
2016,E02001128,Oldham 031,Digital and Technology,15.0,195.0,,
2017,E02001128,Oldham 031,Digital and Technology,20.0,120.0,0.2719338,-0.48232412
2018,E02001128,Oldham 031,Digital and Technology,15.0,150.0,-0.2719338,0.22148895
2019,E02001128,Oldham 031,Digital and Technology,20.0,185.0,0.2719338,0.208467
2020,E02001128,Oldham 031,Digital and Technology,25.0,125.0,0.21357393,-0.38946486
2021,E02001128,Oldham 031,Digital and Technology,20.0,75.0,-0.21357393,-0.5055485
2022,E02001128,Oldham 031,Digital and Technology,10.0,110.0,-0.6466272,0.37879705
2023,E02001128,Oldham 031,Digital and Technology,20.0,195.0,0.6466272,0.56858444
2024,E02001128,Oldham 031,Digital and Technology,25.0,210.0,0.21357393,0.07374334
2016,E02001128,Oldham 031,Financial Services,10.0,25.0,,
2017,E02001128,Oldham 031,Financial Services,10.0,25.0,0.0,0.0
2018,E02001128,Oldham 031,Financial Services,10.0,40.0,0.0,0.45547557
2019,E02001128,Oldham 031,Financial Services,15.0,45.0,0.3746934,0.11506939
2020,E02001128,Oldham 031,Financial Services,5.0,40.0,-0.98082924,-0.11506939
2021,E02001128,Oldham 031,Financial Services,5.0,20.0,0.0,-0.6690495
2022,E02001128,Oldham 031,Financial Services,10.0,85.0,0.60613585,1.4098246
2023,E02001128,Oldham 031,Financial Services,10.0,85.0,0.0,0.0
2024,E02001128,Oldham 031,Financial Services,10.0,25.0,0.0,-1.1962507
2016,E02001128,Oldham 031,Life Sciences,0.0,0.0,,
2017,E02001128,Oldham 031,Life Sciences,0.0,0.0,0.0,0.0
2018,E02001128,Oldham 031,Life Sciences,0.0,0.0,0.0,0.0
2019,E02001128,Oldham 031,Life Sciences,0.0,0.0,0.0,0.0
2020,E02001128,Oldham 031,Life Sciences,0.0,0.0,0.0,0.0
2021,E02001128,Oldham 031,Life Sciences,0.0,0.0,0.0,0.0
2022,E02001128,Oldham 031,Life Sciences,0.0,0.0,0.0,0.0
2023,E02001128,Oldham 031,Life Sciences,0.0,0.0,0.0,0.0
2024,E02001128,Oldham 031,Life Sciences,0.0,0.0,0.0,0.0
2016,E02001128,Oldham 031,Professional and Business Services,90.0,465.0,,
2017,E02001128,Oldham 031,Professional and Business Services,90.0,375.0,0.0,-0.21459627
2018,E02001128,Oldham 031,Professional and Business Services,75.0,335.0,-0.18012619,-0.112478256
2019,E02001128,Oldham 031,Professional and Business Services,70.0,435.0,-0.068053246,0.26053143
2020,E02001128,Oldham 031,Professional and Business Services,50.0,485.0,-0.33085442,0.108566284
2021,E02001128,Oldham 031,Professional and Business Services,65.0,1420.0,0.2578292,1.0729074
2022,E02001128,Oldham 031,Professional and Business Services,70.0,1470.0,0.07302523,0.03458166
2023,E02001128,Oldham 031,Professional and Business Services,80.0,660.0,0.13176918,-0.7999439
2024,E02001128,Oldham 031,Professional and Business Services,90.0,905.0,0.116410255,0.3152852
2016,E02001129,Oldham 032,Advanced manufacturing,0.0,0.0,,
2017,E02001129,Oldham 032,Advanced manufacturing,0.0,20.0,0.0,3.0445225
2018,E02001129,Oldham 032,Advanced manufacturing,0.0,0.0,0.0,-3.0445225
2019,E02001129,Oldham 032,Advanced manufacturing,0.0,0.0,0.0,0.0
2020,E02001129,Oldham 032,Advanced manufacturing,0.0,0.0,0.0,0.0
2021,E02001129,Oldham 032,Advanced manufacturing,0.0,0.0,0.0,0.0
2022,E02001129,Oldham 032,Advanced manufacturing,0.0,0.0,0.0,0.0
2023,E02001129,Oldham 032,Advanced manufacturing,0.0,0.0,0.0,0.0
2024,E02001129,Oldham 032,Advanced manufacturing,0.0,0.0,0.0,0.0
2016,E02001129,Oldham 032,Creative Industries,5.0,5.0,,
2017,E02001129,Oldham 032,Creative Industries,5.0,5.0,0.0,0.0
2018,E02001129,Oldham 032,Creative Industries,5.0,5.0,0.0,0.0
2019,E02001129,Oldham 032,Creative Industries,5.0,5.0,0.0,0.0
2020,E02001129,Oldham 032,Creative Industries,30.0,25.0,1.6422276,1.466337
2021,E02001129,Oldham 032,Creative Industries,35.0,25.0,0.14953184,0.0
2022,E02001129,Oldham 032,Creative Industries,25.0,25.0,-0.32542253,0.0
2023,E02001129,Oldham 032,Creative Industries,15.0,35.0,-0.48550773,0.32542253
2024,E02001129,Oldham 032,Creative Industries,15.0,50.0,0.0,0.34830666
2016,E02001129,Oldham 032,Defence sector,0.0,0.0,,
2017,E02001129,Oldham 032,Defence sector,0.0,0.0,0.0,0.0
2018,E02001129,Oldham 032,Defence sector,0.0,0.0,0.0,0.0
2019,E02001129,Oldham 032,Defence sector,0.0,0.0,0.0,0.0
2020,E02001129,Oldham 032,Defence sector,0.0,0.0,0.0,0.0
2021,E02001129,Oldham 032,Defence sector,0.0,0.0,0.0,0.0
2022,E02001129,Oldham 032,Defence sector,0.0,0.0,0.0,0.0
2023,E02001129,Oldham 032,Defence sector,0.0,0.0,0.0,0.0
2024,E02001129,Oldham 032,Defence sector,0.0,0.0,0.0,0.0
2016,E02001129,Oldham 032,Digital and Technology,10.0,15.0,,
2017,E02001129,Oldham 032,Digital and Technology,10.0,45.0,0.0,1.0560527
2018,E02001129,Oldham 032,Digital and Technology,10.0,25.0,0.0,-0.57054496
2019,E02001129,Oldham 032,Digital and Technology,5.0,25.0,-0.60613585,0.0
2020,E02001129,Oldham 032,Digital and Technology,20.0,35.0,1.252763,0.32542253
2021,E02001129,Oldham 032,Digital and Technology,20.0,50.0,0.0,0.34830666
2022,E02001129,Oldham 032,Digital and Technology,20.0,45.0,0.0,-0.10318422
2023,E02001129,Oldham 032,Digital and Technology,20.0,65.0,0.0,0.3610134
2024,E02001129,Oldham 032,Digital and Technology,20.0,80.0,0.0,0.2047944
2016,E02001129,Oldham 032,Financial Services,0.0,0.0,,
2017,E02001129,Oldham 032,Financial Services,0.0,0.0,0.0,0.0
2018,E02001129,Oldham 032,Financial Services,0.0,0.0,0.0,0.0
2019,E02001129,Oldham 032,Financial Services,0.0,0.0,0.0,0.0
2020,E02001129,Oldham 032,Financial Services,10.0,20.0,2.3978953,3.0445225
2021,E02001129,Oldham 032,Financial Services,5.0,0.0,-0.60613585,-3.0445225
2022,E02001129,Oldham 032,Financial Services,5.0,0.0,0.0,0.0
2023,E02001129,Oldham 032,Financial Services,5.0,0.0,0.0,0.0
2024,E02001129,Oldham 032,Financial Services,5.0,0.0,0.0,0.0
2016,E02001129,Oldham 032,Life Sciences,0.0,0.0,,
2017,E02001129,Oldham 032,Life Sciences,0.0,0.0,0.0,0.0
2018,E02001129,Oldham 032,Life Sciences,0.0,0.0,0.0,0.0
2019,E02001129,Oldham 032,Life Sciences,0.0,0.0,0.0,0.0
2020,E02001129,Oldham 032,Life Sciences,0.0,0.0,0.0,0.0
2021,E02001129,Oldham 032,Life Sciences,0.0,0.0,0.0,0.0
2022,E02001129,Oldham 032,Life Sciences,0.0,0.0,0.0,0.0
2023,E02001129,Oldham 032,Life Sciences,0.0,0.0,0.0,0.0
2024,E02001129,Oldham 032,Life Sciences,0.0,0.0,0.0,0.0
2016,E02001129,Oldham 032,Professional and Business Services,35.0,120.0,,
2017,E02001129,Oldham 032,Professional and Business Services,35.0,255.0,0.0,0.7493868
2018,E02001129,Oldham 032,Professional and Business Services,30.0,220.0,-0.14953184,-0.14701462
2019,E02001129,Oldham 032,Professional and Business Services,40.0,225.0,0.27958488,0.022372246
2020,E02001129,Oldham 032,Professional and Business Services,75.0,385.0,0.6171613,0.53530216
2021,E02001129,Oldham 032,Professional and Business Services,80.0,360.0,0.063715935,-0.06695938
2022,E02001129,Oldham 032,Professional and Business Services,85.0,275.0,0.0598979,-0.26847696
2023,E02001129,Oldham 032,Professional and Business Services,120.0,635.0,0.34144354,0.83479786
2024,E02001129,Oldham 032,Professional and Business Services,125.0,375.0,0.040491104,-0.5256095
2016,E02001130,Oldham 033,Advanced manufacturing,0.0,0.0,,
2017,E02001130,Oldham 033,Advanced manufacturing,0.0,0.0,0.0,0.0
2018,E02001130,Oldham 033,Advanced manufacturing,0.0,0.0,0.0,0.0
2019,E02001130,Oldham 033,Advanced manufacturing,0.0,0.0,0.0,0.0
2020,E02001130,Oldham 033,Advanced manufacturing,0.0,0.0,0.0,0.0
2021,E02001130,Oldham 033,Advanced manufacturing,0.0,0.0,0.0,0.0
2022,E02001130,Oldham 033,Advanced manufacturing,0.0,0.0,0.0,0.0
2023,E02001130,Oldham 033,Advanced manufacturing,0.0,20.0,0.0,3.0445225
2024,E02001130,Oldham 033,Advanced manufacturing,0.0,30.0,0.0,0.38946462
2016,E02001130,Oldham 033,Creative Industries,15.0,20.0,,
2017,E02001130,Oldham 033,Creative Industries,15.0,20.0,0.0,0.0
2018,E02001130,Oldham 033,Creative Industries,20.0,15.0,0.2719338,-0.2719338
2019,E02001130,Oldham 033,Creative Industries,20.0,30.0,0.0,0.6613984
2020,E02001130,Oldham 033,Creative Industries,15.0,10.0,-0.2719338,-1.0360918
2021,E02001130,Oldham 033,Creative Industries,0.0,10.0,-2.7725887,0.0
2022,E02001130,Oldham 033,Creative Industries,5.0,10.0,1.7917595,0.0
2023,E02001130,Oldham 033,Creative Industries,0.0,10.0,-1.7917595,0.0
2024,E02001130,Oldham 033,Creative Industries,5.0,10.0,1.7917595,0.0
2016,E02001130,Oldham 033,Defence sector,0.0,0.0,,
2017,E02001130,Oldham 033,Defence sector,0.0,0.0,0.0,0.0
2018,E02001130,Oldham 033,Defence sector,0.0,0.0,0.0,0.0
2019,E02001130,Oldham 033,Defence sector,0.0,0.0,0.0,0.0
2020,E02001130,Oldham 033,Defence sector,0.0,0.0,0.0,0.0
2021,E02001130,Oldham 033,Defence sector,0.0,0.0,0.0,0.0
2022,E02001130,Oldham 033,Defence sector,0.0,0.0,0.0,0.0
2023,E02001130,Oldham 033,Defence sector,0.0,0.0,0.0,0.0
2024,E02001130,Oldham 033,Defence sector,0.0,0.0,0.0,0.0
2016,E02001130,Oldham 033,Digital and Technology,20.0,25.0,,
2017,E02001130,Oldham 033,Digital and Technology,15.0,30.0,-0.2719338,0.17589068
2018,E02001130,Oldham 033,Digital and Technology,15.0,20.0,0.0,-0.38946462
2019,E02001130,Oldham 033,Digital and Technology,15.0,30.0,0.0,0.38946462
2020,E02001130,Oldham 033,Digital and Technology,15.0,15.0,0.0,-0.6613984
2021,E02001130,Oldham 033,Digital and Technology,10.0,10.0,-0.3746934,-0.3746934
2022,E02001130,Oldham 033,Digital and Technology,10.0,25.0,0.0,0.8602011
2023,E02001130,Oldham 033,Digital and Technology,10.0,10.0,0.0,-0.8602011
2024,E02001130,Oldham 033,Digital and Technology,5.0,20.0,-0.60613585,0.6466272
2016,E02001130,Oldham 033,Financial Services,0.0,0.0,,
2017,E02001130,Oldham 033,Financial Services,0.0,0.0,0.0,0.0
2018,E02001130,Oldham 033,Financial Services,0.0,0.0,0.0,0.0
2019,E02001130,Oldham 033,Financial Services,0.0,0.0,0.0,0.0
2020,E02001130,Oldham 033,Financial Services,0.0,0.0,0.0,0.0
2021,E02001130,Oldham 033,Financial Services,0.0,0.0,0.0,0.0
2022,E02001130,Oldham 033,Financial Services,0.0,0.0,0.0,0.0
2023,E02001130,Oldham 033,Financial Services,0.0,0.0,0.0,0.0
2024,E02001130,Oldham 033,Financial Services,0.0,0.0,0.0,0.0
2016,E02001130,Oldham 033,Life Sciences,0.0,0.0,,
2017,E02001130,Oldham 033,Life Sciences,0.0,0.0,0.0,0.0
2018,E02001130,Oldham 033,Life Sciences,0.0,0.0,0.0,0.0
2019,E02001130,Oldham 033,Life Sciences,0.0,0.0,0.0,0.0
2020,E02001130,Oldham 033,Life Sciences,0.0,0.0,0.0,0.0
2021,E02001130,Oldham 033,Life Sciences,0.0,0.0,0.0,0.0
2022,E02001130,Oldham 033,Life Sciences,0.0,0.0,0.0,0.0
2023,E02001130,Oldham 033,Life Sciences,0.0,0.0,0.0,0.0
2024,E02001130,Oldham 033,Life Sciences,0.0,0.0,0.0,0.0
2016,E02001130,Oldham 033,Professional and Business Services,30.0,85.0,,
2017,E02001130,Oldham 033,Professional and Business Services,25.0,40.0,-0.17589068,-0.7407751
2018,E02001130,Oldham 033,Professional and Business Services,30.0,45.0,0.17589068,0.11506939
2019,E02001130,Oldham 033,Professional and Business Services,35.0,40.0,0.14953184,-0.11506939
2020,E02001130,Oldham 033,Professional and Business Services,20.0,40.0,-0.53899646,0.0
2021,E02001130,Oldham 033,Professional and Business Services,35.0,30.0,0.53899646,-0.27958488
2022,E02001130,Oldham 033,Professional and Business Services,35.0,30.0,0.0,0.0
2023,E02001130,Oldham 033,Professional and Business Services,20.0,20.0,-0.53899646,-0.38946462
2024,E02001130,Oldham 033,Professional and Business Services,20.0,25.0,0.0,0.21357393
2016,E02001131,Oldham 034,Advanced manufacturing,0.0,0.0,,
2017,E02001131,Oldham 034,Advanced manufacturing,0.0,0.0,0.0,0.0
2018,E02001131,Oldham 034,Advanced manufacturing,0.0,0.0,0.0,0.0
2019,E02001131,Oldham 034,Advanced manufacturing,0.0,0.0,0.0,0.0
2020,E02001131,Oldham 034,Advanced manufacturing,0.0,0.0,0.0,0.0
2021,E02001131,Oldham 034,Advanced manufacturing,0.0,0.0,0.0,0.0
2022,E02001131,Oldham 034,Advanced manufacturing,0.0,0.0,0.0,0.0
2023,E02001131,Oldham 034,Advanced manufacturing,0.0,0.0,0.0,0.0
2024,E02001131,Oldham 034,Advanced manufacturing,0.0,0.0,0.0,0.0
2016,E02001131,Oldham 034,Creative Industries,0.0,0.0,,
2017,E02001131,Oldham 034,Creative Industries,0.0,0.0,0.0,0.0
2018,E02001131,Oldham 034,Creative Industries,0.0,0.0,0.0,0.0
2019,E02001131,Oldham 034,Creative Industries,0.0,0.0,0.0,0.0
2020,E02001131,Oldham 034,Creative Industries,0.0,10.0,0.0,2.3978953
2021,E02001131,Oldham 034,Creative Industries,5.0,25.0,1.7917595,0.8602011
2022,E02001131,Oldham 034,Creative Industries,5.0,15.0,0.0,-0.48550773
2023,E02001131,Oldham 034,Creative Industries,5.0,20.0,0.0,0.2719338
2024,E02001131,Oldham 034,Creative Industries,5.0,20.0,0.0,0.0
2016,E02001131,Oldham 034,Defence sector,0.0,0.0,,
2017,E02001131,Oldham 034,Defence sector,0.0,0.0,0.0,0.0
2018,E02001131,Oldham 034,Defence sector,0.0,0.0,0.0,0.0
2019,E02001131,Oldham 034,Defence sector,0.0,0.0,0.0,0.0
2020,E02001131,Oldham 034,Defence sector,0.0,0.0,0.0,0.0
2021,E02001131,Oldham 034,Defence sector,0.0,0.0,0.0,0.0
2022,E02001131,Oldham 034,Defence sector,0.0,0.0,0.0,0.0
2023,E02001131,Oldham 034,Defence sector,0.0,0.0,0.0,0.0
2024,E02001131,Oldham 034,Defence sector,0.0,0.0,0.0,0.0
2016,E02001131,Oldham 034,Digital and Technology,5.0,5.0,,
2017,E02001131,Oldham 034,Digital and Technology,5.0,5.0,0.0,0.0
2018,E02001131,Oldham 034,Digital and Technology,5.0,5.0,0.0,0.0
2019,E02001131,Oldham 034,Digital and Technology,5.0,5.0,0.0,0.0
2020,E02001131,Oldham 034,Digital and Technology,5.0,15.0,0.0,0.98082924
2021,E02001131,Oldham 034,Digital and Technology,10.0,25.0,0.60613585,0.48550773
2022,E02001131,Oldham 034,Digital and Technology,5.0,20.0,-0.60613585,-0.21357393
2023,E02001131,Oldham 034,Digital and Technology,10.0,10.0,0.60613585,-0.6466272
2024,E02001131,Oldham 034,Digital and Technology,10.0,15.0,0.0,0.3746934
2016,E02001131,Oldham 034,Financial Services,0.0,0.0,,
2017,E02001131,Oldham 034,Financial Services,0.0,0.0,0.0,0.0
2018,E02001131,Oldham 034,Financial Services,0.0,0.0,0.0,0.0
2019,E02001131,Oldham 034,Financial Services,0.0,0.0,0.0,0.0
2020,E02001131,Oldham 034,Financial Services,0.0,0.0,0.0,0.0
2021,E02001131,Oldham 034,Financial Services,0.0,0.0,0.0,0.0
2022,E02001131,Oldham 034,Financial Services,0.0,0.0,0.0,0.0
2023,E02001131,Oldham 034,Financial Services,0.0,0.0,0.0,0.0
2024,E02001131,Oldham 034,Financial Services,0.0,0.0,0.0,0.0
2016,E02001131,Oldham 034,Life Sciences,0.0,0.0,,
2017,E02001131,Oldham 034,Life Sciences,0.0,0.0,0.0,0.0
2018,E02001131,Oldham 034,Life Sciences,0.0,0.0,0.0,0.0
2019,E02001131,Oldham 034,Life Sciences,0.0,0.0,0.0,0.0
2020,E02001131,Oldham 034,Life Sciences,0.0,0.0,0.0,0.0
2021,E02001131,Oldham 034,Life Sciences,0.0,0.0,0.0,0.0
2022,E02001131,Oldham 034,Life Sciences,0.0,0.0,0.0,0.0
2023,E02001131,Oldham 034,Life Sciences,0.0,0.0,0.0,0.0
2024,E02001131,Oldham 034,Life Sciences,0.0,0.0,0.0,0.0
2016,E02001131,Oldham 034,Professional and Business Services,25.0,50.0,,
2017,E02001131,Oldham 034,Professional and Business Services,25.0,40.0,0.0,-0.21825361
2018,E02001131,Oldham 034,Professional and Business Services,20.0,35.0,-0.21357393,-0.13005304
2019,E02001131,Oldham 034,Professional and Business Services,20.0,45.0,0.0,0.24512243
2020,E02001131,Oldham 034,Professional and Business Services,25.0,30.0,0.21357393,-0.39465427
2021,E02001131,Oldham 034,Professional and Business Services,15.0,30.0,-0.48550773,0.0
2022,E02001131,Oldham 034,Professional and Business Services,15.0,20.0,0.0,-0.38946462
2023,E02001131,Oldham 034,Professional and Business Services,15.0,25.0,0.0,0.21357393
2024,E02001131,Oldham 034,Professional and Business Services,10.0,35.0,-0.3746934,0.32542253
2016,E02001132,Rochdale 001,Advanced manufacturing,5.0,150.0,,
2017,E02001132,Rochdale 001,Advanced manufacturing,0.0,150.0,-1.7917595,0.0
2018,E02001132,Rochdale 001,Advanced manufacturing,0.0,40.0,0.0,-1.3037076
2019,E02001132,Rochdale 001,Advanced manufacturing,0.0,50.0,0.0,0.21825361
2020,E02001132,Rochdale 001,Advanced manufacturing,0.0,45.0,0.0,-0.10318422
2021,E02001132,Rochdale 001,Advanced manufacturing,5.0,30.0,1.7917595,-0.39465427
2022,E02001132,Rochdale 001,Advanced manufacturing,5.0,50.0,0.0,0.4978385
2023,E02001132,Rochdale 001,Advanced manufacturing,5.0,45.0,0.0,-0.10318422
2024,E02001132,Rochdale 001,Advanced manufacturing,5.0,40.0,0.0,-0.11506939
2016,E02001132,Rochdale 001,Creative Industries,15.0,55.0,,
2017,E02001132,Rochdale 001,Creative Industries,15.0,30.0,0.0,-0.5913644
2018,E02001132,Rochdale 001,Creative Industries,15.0,65.0,0.0,0.7556677
2019,E02001132,Rochdale 001,Creative Industries,15.0,40.0,0.0,-0.4760828
2020,E02001132,Rochdale 001,Creative Industries,15.0,20.0,0.0,-0.6690495
2021,E02001132,Rochdale 001,Creative Industries,5.0,10.0,-0.98082924,-0.6466272
2022,E02001132,Rochdale 001,Creative Industries,20.0,20.0,1.252763,0.6466272
2023,E02001132,Rochdale 001,Creative Industries,20.0,75.0,0.0,1.2862108
2024,E02001132,Rochdale 001,Creative Industries,15.0,60.0,-0.2719338,-0.2198596
2016,E02001132,Rochdale 001,Defence sector,0.0,0.0,,
2017,E02001132,Rochdale 001,Defence sector,0.0,0.0,0.0,0.0
2018,E02001132,Rochdale 001,Defence sector,0.0,0.0,0.0,0.0
2019,E02001132,Rochdale 001,Defence sector,0.0,0.0,0.0,0.0
2020,E02001132,Rochdale 001,Defence sector,0.0,0.0,0.0,0.0
2021,E02001132,Rochdale 001,Defence sector,0.0,0.0,0.0,0.0
2022,E02001132,Rochdale 001,Defence sector,0.0,0.0,0.0,0.0
2023,E02001132,Rochdale 001,Defence sector,0.0,0.0,0.0,0.0
2024,E02001132,Rochdale 001,Defence sector,0.0,0.0,0.0,0.0
2016,E02001132,Rochdale 001,Digital and Technology,15.0,160.0,,
2017,E02001132,Rochdale 001,Digital and Technology,15.0,100.0,0.0,-0.4662838
2018,E02001132,Rochdale 001,Digital and Technology,15.0,75.0,0.0,-0.2843871
2019,E02001132,Rochdale 001,Digital and Technology,15.0,95.0,0.0,0.23361492
2020,E02001132,Rochdale 001,Digital and Technology,20.0,85.0,0.2719338,-0.11000109
2021,E02001132,Rochdale 001,Digital and Technology,10.0,75.0,-0.6466272,-0.123613834
2022,E02001132,Rochdale 001,Digital and Technology,15.0,75.0,0.3746934,0.0
2023,E02001132,Rochdale 001,Digital and Technology,15.0,165.0,0.0,0.7812543
2024,E02001132,Rochdale 001,Digital and Technology,15.0,70.0,0.0,-0.84930754
2016,E02001132,Rochdale 001,Financial Services,5.0,10.0,,
2017,E02001132,Rochdale 001,Financial Services,5.0,10.0,0.0,0.0
2018,E02001132,Rochdale 001,Financial Services,5.0,5.0,0.0,-0.60613585
2019,E02001132,Rochdale 001,Financial Services,15.0,25.0,0.98082924,1.466337
2020,E02001132,Rochdale 001,Financial Services,15.0,25.0,0.0,0.0
2021,E02001132,Rochdale 001,Financial Services,15.0,125.0,0.0,1.5781853
2022,E02001132,Rochdale 001,Financial Services,15.0,60.0,0.0,-0.7254081
2023,E02001132,Rochdale 001,Financial Services,15.0,20.0,0.0,-1.0663512
2024,E02001132,Rochdale 001,Financial Services,15.0,25.0,0.0,0.21357393
2016,E02001132,Rochdale 001,Life Sciences,0.0,0.0,,
2017,E02001132,Rochdale 001,Life Sciences,0.0,0.0,0.0,0.0
2018,E02001132,Rochdale 001,Life Sciences,0.0,0.0,0.0,0.0
2019,E02001132,Rochdale 001,Life Sciences,0.0,0.0,0.0,0.0
2020,E02001132,Rochdale 001,Life Sciences,0.0,0.0,0.0,0.0
2021,E02001132,Rochdale 001,Life Sciences,0.0,0.0,0.0,0.0
2022,E02001132,Rochdale 001,Life Sciences,0.0,0.0,0.0,0.0
2023,E02001132,Rochdale 001,Life Sciences,0.0,0.0,0.0,0.0
2024,E02001132,Rochdale 001,Life Sciences,0.0,0.0,0.0,0.0
2016,E02001132,Rochdale 001,Professional and Business Services,55.0,190.0,,
2017,E02001132,Rochdale 001,Professional and Business Services,55.0,175.0,0.0,-0.08178949
2018,E02001132,Rochdale 001,Professional and Business Services,55.0,165.0,0.0,-0.058496475
2019,E02001132,Rochdale 001,Professional and Business Services,45.0,285.0,-0.19671011,0.54400444
2020,E02001132,Rochdale 001,Professional and Business Services,55.0,430.0,0.19671011,0.4101162
2021,E02001132,Rochdale 001,Professional and Business Services,40.0,320.0,-0.3117795,-0.29466724
2022,E02001132,Rochdale 001,Professional and Business Services,40.0,295.0,0.0,-0.08108139
2023,E02001132,Rochdale 001,Professional and Business Services,35.0,230.0,-0.13005304,-0.24794197
2024,E02001132,Rochdale 001,Professional and Business Services,40.0,175.0,0.13005304,-0.27193356
2016,E02001133,Rochdale 002,Advanced manufacturing,0.0,0.0,,
2017,E02001133,Rochdale 002,Advanced manufacturing,0.0,0.0,0.0,0.0
2018,E02001133,Rochdale 002,Advanced manufacturing,0.0,0.0,0.0,0.0
2019,E02001133,Rochdale 002,Advanced manufacturing,0.0,0.0,0.0,0.0
2020,E02001133,Rochdale 002,Advanced manufacturing,0.0,0.0,0.0,0.0
2021,E02001133,Rochdale 002,Advanced manufacturing,0.0,0.0,0.0,0.0
2022,E02001133,Rochdale 002,Advanced manufacturing,0.0,0.0,0.0,0.0
2023,E02001133,Rochdale 002,Advanced manufacturing,0.0,0.0,0.0,0.0
2024,E02001133,Rochdale 002,Advanced manufacturing,0.0,0.0,0.0,0.0
2016,E02001133,Rochdale 002,Creative Industries,10.0,30.0,,
2017,E02001133,Rochdale 002,Creative Industries,10.0,20.0,0.0,-0.38946462
2018,E02001133,Rochdale 002,Creative Industries,10.0,20.0,0.0,0.0
2019,E02001133,Rochdale 002,Creative Industries,10.0,50.0,0.0,0.8873031
2020,E02001133,Rochdale 002,Creative Industries,10.0,30.0,0.0,-0.4978385
2021,E02001133,Rochdale 002,Creative Industries,10.0,15.0,0.0,-0.6613984
2022,E02001133,Rochdale 002,Creative Industries,5.0,0.0,-0.60613585,-2.7725887
2023,E02001133,Rochdale 002,Creative Industries,0.0,10.0,-1.7917595,2.3978953
2024,E02001133,Rochdale 002,Creative Industries,0.0,10.0,0.0,0.0
2016,E02001133,Rochdale 002,Defence sector,0.0,0.0,,
2017,E02001133,Rochdale 002,Defence sector,0.0,0.0,0.0,0.0
2018,E02001133,Rochdale 002,Defence sector,0.0,0.0,0.0,0.0
2019,E02001133,Rochdale 002,Defence sector,0.0,0.0,0.0,0.0
2020,E02001133,Rochdale 002,Defence sector,0.0,0.0,0.0,0.0
